batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-recheck-004,154,P2,26,452,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,repeatcrafterme.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2270,,
p2-recheck-004,155,P2,26,453,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,repeatcrafterme.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2072,,
p2-recheck-004,156,P2,26,454,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,repeatcrafterme.com,unknown,unknown,missing_domain,needs_manual_review,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,repeatcrafterme.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1137,,
p2-recheck-004,157,P2,26,456,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ride.guru,unknown,unknown,missing_domain,needs_manual_review,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ride.guru,1,resources/backlink-resources.json,resources/backlink-resources.json:1709,,
p2-recheck-004,158,P2,26,457,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,ru.esosedi.org,unknown,unknown,missing_domain,needs_manual_review,https://ru.esosedi.org/RU/BA/8564043/ust_saldyibash,ru.esosedi.org,1,resources/backlink-resources.json,resources/backlink-resources.json:114,,
p2-recheck-004,159,P2,26,459,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,runningwithspoons.com,unknown,unknown,missing_domain,needs_manual_review,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce,runningwithspoons.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2325,,
p2-recheck-004,160,P2,26,460,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,runningwithspoons.com,unknown,unknown,missing_domain,needs_manual_review,https://www.runningwithspoons.com/flourless-carrot-cake-muffins,runningwithspoons.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1808,,
p2-recheck-004,161,P2,26,461,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,runpee.com,unknown,unknown,missing_domain,needs_manual_review,https://runpee.com/10-best-math-movies-for-middle-school-students,runpee.com,1,resources/backlink-resources.json,resources/backlink-resources.json:125,,
p2-recheck-004,162,P2,26,468,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,selfloverainbow.com,unknown,unknown,missing_domain,needs_manual_review,https://www.selfloverainbow.com/self-improvement-7-reasons-why-we-struggle,selfloverainbow.com,1,resources/backlink-resources.json,resources/backlink-resources.json:180,,
p2-recheck-004,163,P2,26,470,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sharonsantoni.com,unknown,unknown,missing_domain,needs_manual_review,https://sharonsantoni.com/2023/05/making-strawberry-jam-2,sharonsantoni.com,1,resources/backlink-resources.json,resources/backlink-resources.json:873,,
p2-recheck-004,164,P2,26,473,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,simonsaysstampblog.com,unknown,unknown,missing_domain,needs_manual_review,https://www.simonsaysstampblog.com/blog/amore-laurafadora-3/comment-page-1,simonsaysstampblog.com,1,resources/backlink-resources.json,resources/backlink-resources.json:840,,
p2-recheck-004,165,P2,26,478,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sites.suffolk.edu,unknown,unknown,missing_domain,needs_manual_review,https://sites.suffolk.edu/connormulcahy/2014/02/28/solar-energy-lab,sites.suffolk.edu,1,resources/backlink-resources.json,resources/backlink-resources.json:697,,
p2-recheck-004,166,P2,26,479,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sites.williams.edu,unknown,unknown,missing_domain,needs_manual_review,https://sites.williams.edu/srd4/methods-exercises/methods-exercise-6,sites.williams.edu,1,resources/backlink-resources.json,resources/backlink-resources.json:818,,
p2-recheck-004,167,P2,26,480,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sites.williams.edu,unknown,unknown,missing_domain,needs_manual_review,https://sites.williams.edu/srd4/why-we-sing,sites.williams.edu,1,resources/backlink-resources.json,resources/backlink-resources.json:1566,,
p2-recheck-004,168,P2,26,484,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,slice.uccs.edu,unknown,unknown,missing_domain,needs_manual_review,https://slice.uccs.edu/?p=804,slice.uccs.edu,1,resources/backlink-resources.json,resources/backlink-resources.json:917,,
p2-recheck-004,169,P2,26,486,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,snipplr.com,unknown,unknown,missing_domain,needs_manual_review,https://snipplr.com/users/mcleanross?language=all,snipplr.com,1,resources/backlink-resources.json,resources/backlink-resources.json:103,,
p2-recheck-004,170,P2,26,487,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,soccernet.ng,unknown,unknown,missing_domain,needs_manual_review,https://soccernet.ng/2024/03/were-looking-forward-to-it-atalantas-lookman-pumped-ahead-of-nigerias-jollof-derby-against-ghana.html,soccernet.ng,1,resources/backlink-resources.json,resources/backlink-resources.json:521,,
p2-recheck-004,171,P2,26,493,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,speechandlanguagekids.com,unknown,unknown,missing_domain,needs_manual_review,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge,speechandlanguagekids.com,1,resources/backlink-resources.json,resources/backlink-resources.json:1819,,
p2-recheck-004,172,P2,26,495,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,squatuniversity.com,unknown,unknown,missing_domain,needs_manual_review,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2,squatuniversity.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2303,,
p2-recheck-004,173,P2,26,496,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,squatuniversity.com,unknown,unknown,missing_domain,needs_manual_review,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4,squatuniversity.com,1,resources/backlink-resources.json,resources/backlink-resources.json:2413,,
p2-recheck-004,174,P2,26,498,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,stampstampede.org,unknown,unknown,missing_domain,needs_manual_review,https://www.stampstampede.org/society-stampers/groups/sprunki-game-1453889805/members,stampstampede.org,1,resources/backlink-resources.json,resources/backlink-resources.json:37,,
p2-recheck-004,175,P2,26,506,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,steffisrecipes.com,unknown,unknown,missing_domain,needs_manual_review,https://www.steffisrecipes.com/2020/04/idli-kurma.html,steffisrecipes.com,1,resources/backlink-resources.json,resources/backlink-resources.json:169,,
